;Demand;Import limit;Export limit;Import price;Export price;Import emission factor;Export emission factor;Generic production
15-1-2022 03:00;0.000317636;0.001;0.001;200;90;0.25;;
15-1-2022 04:00;0.000401245;0.001;0.001;200;90;0.25;;
15-1-2022 05:00;0.000565974;0.001;0.001;200;90;0.25;;
15-1-2022 06:00;0.000704206;0.001;0.001;200;90;0.25;;
15-1-2022 07:00;0.000769252;0.001;0.001;200;90;0.25;;
15-1-2022 08:00;0.000784361;0.001;0.001;200;90;0.25;;
15-1-2022 09:00;0.000798248;0.001;0.001;200;90;0.25;;
15-1-2022 10:00;0.000807295;0.001;0.001;200;90;0.25;;
15-1-2022 11:00;0.000821354;0.001;0.001;200;90;0.25;;
15-1-2022 12:00;0.000823644;0.001;0.001;200;90;0.25;;
15-1-2022 13:00;0.000802154;0.001;0.001;200;90;0.25;;
15-1-2022 14:00;0.00079294;0.001;0.001;200;90;0.25;;
15-1-2022 15:00;0.000814181;0.001;0.001;200;90;0.25;;
15-1-2022 16:00;0.000841944;0.001;0.001;200;90;0.25;;
15-1-2022 17:00;0.000852851;0.001;0.001;200;90;0.25;;
15-1-2022 18:00;0.000802413;0.001;0.001;200;90;0.25;;
15-1-2022 19:00;0.000705656;0.001;0.001;200;90;0.25;;
15-1-2022 20:00;0.000624815;0.001;0.001;200;90;0.25;;
15-1-2022 21:00;0.000558675;0.001;0.001;200;90;0.25;;
15-1-2022 22:00;0.000467574;0.001;0.001;200;90;0.25;;
15-1-2022 23:00;0.000377944;0.001;0.001;200;90;0.25;;
16-1-2022 00:00;0.000381901;0.001;0.001;200;90;0.25;;
16-1-2022 01:00;0.000375554;0.001;0.001;200;90;0.25;;
16-1-2022 02:00;0.000371669;0.001;0.001;200;90;0.25;;
16-1-2022 03:00;0.000375011;0.001;0.001;200;90;0.25;;
16-1-2022 04:00;0.000459782;0.001;0.001;200;90;0.25;;
16-1-2022 05:00;0.00060093;0.001;0.001;200;90;0.25;;
16-1-2022 06:00;0.000716109;0.001;0.001;200;90;0.25;;
16-1-2022 07:00;0.000775034;0.001;0.001;200;90;0.25;;
16-1-2022 08:00;0.000792008;0.001;0.001;200;90;0.25;;
16-1-2022 09:00;0.000809091;0.001;0.001;200;90;0.25;;
16-1-2022 10:00;0.000820367;0.001;0.001;200;90;0.25;;
16-1-2022 11:00;0.000834358;0.001;0.001;200;90;0.25;;
16-1-2022 12:00;0.000827858;0.001;0.001;200;90;0.25;;
16-1-2022 13:00;0.000803305;0.001;0.001;200;90;0.25;;
16-1-2022 14:00;0.00079227;0.001;0.001;200;90;0.25;;
16-1-2022 15:00;0.000813814;0.001;0.001;200;90;0.25;;
16-1-2022 16:00;0.000854957;0.001;0.001;200;90;0.25;;
16-1-2022 17:00;0.00086528;0.001;0.001;200;90;0.25;;
16-1-2022 18:00;0.000846575;0.001;0.001;200;90;0.25;;
16-1-2022 19:00;0.000743403;0.001;0.001;200;90;0.25;;
16-1-2022 20:00;0.000657128;0.001;0.001;200;90;0.25;;
16-1-2022 21:00;0.000593487;0.001;0.001;200;90;0.25;;
16-1-2022 22:00;0.000506211;0.001;0.001;200;90;0.25;;
16-1-2022 23:00;0.000420363;0.001;0.001;200;90;0.25;;
17-1-2022 00:00;0.000394881;0.001;0.001;200;90;0.25;;
17-1-2022 01:00;0.000388482;0.001;0.001;200;90;0.25;;
17-1-2022 02:00;0.000384576;0.001;0.001;200;90;0.25;;
17-1-2022 03:00;0.000394359;0.001;0.001;200;90;0.25;;
17-1-2022 04:00;0.000484447;0.001;0.001;200;90;0.25;;
17-1-2022 05:00;0.000618912;0.001;0.001;200;90;0.25;;
17-1-2022 06:00;0.000723144;0.001;0.001;200;90;0.25;;
